txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,health_state,success_probability,success,latency_ms
1017,439,371.72,HDFC,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,86.51
1018,439,340.06,ICICI,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,168.09
1019,439,2294.09,ICICI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,108.96
1020,439,225.97,SBI,Mastercard,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,133.41
1021,440,241.99,HDFC,Mastercard,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,127.41
1022,440,167.87,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,100.68
1023,440,46.02,Axis,Visa,CARD,Healthcare,Web,LOW,R4,HEALTHY,0.983,1,183.4
1024,440,346.02,ICICI,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,165.13
1025,441,114.59,Kotak,Rupay,CARD,Travel,Android,LOW,R3,HEALTHY,0.979,1,108.87
1026,441,578.17,HDFC,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,129.95
1027,441,126.54,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,165.49
1028,441,278.7,Kotak,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,126.05
1029,441,279.47,Kotak,UPI,UPI,Fuel,iOS,MEDIUM,R2,HEALTHY,0.981,1,87.32
1030,441,1265.93,HDFC,Rupay,CARD,Food,iOS,MEDIUM,R3,HEALTHY,0.979,1,107.6
1031,442,255.85,Kotak,Visa,CARD,Food,iOS,LOW,R2,HEALTHY,0.981,1,81.62
1032,442,30.88,ICICI,UPI,UPI,Fuel,iOS,LOW,R4,HEALTHY,0.983,1,164.36
1033,442,372.45,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,95.42
1034,442,16741.24,Kotak,Visa,CARD,Food,Android,HIGH,R2,HEALTHY,0.981,1,71.51
1035,442,1206.3,ICICI,UPI,UPI,Fuel,Android,MEDIUM,R1,HEALTHY,0.986,1,153.28
1036,442,871.86,SBI,Mastercard,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,95.28
1037,442,1790.88,ICICI,Rupay,CARD,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,112.94
1038,442,756.28,HDFC,Visa,CARD,Food,iOS,LOW,R4,HEALTHY,0.983,1,172.6
1039,442,247.67,SBI,UPI,UPI,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,99.78
1040,443,755.71,ICICI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,83.0
1041,443,955.08,HDFC,Visa,CARD,Food,iOS,LOW,R2,HEALTHY,0.981,1,88.36
1042,443,69.46,SBI,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,102.28
1043,443,17.97,HDFC,UPI,UPI,Travel,Web,LOW,R1,HEALTHY,0.986,1,160.31
1044,443,145.18,BOB,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,122.32
1045,443,356.34,ICICI,Mastercard,CARD,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,185.82
1046,443,40.92,Kotak,UPI,UPI,Fuel,Web,LOW,R1,HEALTHY,0.986,1,154.26
1047,443,79.97,ICICI,Rupay,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,97.9
1048,444,264.08,HDFC,UPI,UPI,Travel,Web,LOW,R4,HEALTHY,0.983,1,151.27
1049,444,144.75,HDFC,UPI,UPI,Travel,Web,HIGH,R2,HEALTHY,0.981,1,98.83
1050,444,254.14,HDFC,Mastercard,CARD,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,140.59
1051,444,214.4,BOB,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,93.78
1052,444,218.29,BOB,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,142.84
1053,444,110.9,Axis,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,165.79
1054,444,153.39,HDFC,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,137.59
1055,444,700.76,Kotak,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,98.8
1056,445,65.73,ICICI,Mastercard,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,114.12
1057,445,1240.37,ICICI,Visa,CARD,Fuel,Web,LOW,R4,DEGRADED,0.7864,1,376.99
1058,445,25.94,Axis,UPI,UPI,Electronics,Android,LOW,R3,HEALTHY,0.979,1,126.64
1059,445,191.09,SBI,Mastercard,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,102.73
1060,446,524.88,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,105.4
1061,446,491.69,SBI,Visa,CARD,Shopping,iOS,LOW,R4,DEGRADED,0.7864,0,313.16
1062,446,69.09,HDFC,Visa,CARD,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,79.91
1063,446,149.29,Axis,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,79.95
1064,446,227.01,ICICI,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,0,80.12
1065,446,93.81,Axis,UPI,UPI,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,128.7
1066,446,94.73,BOB,UPI,UPI,Fuel,Web,LOW,R4,DEGRADED,0.7864,1,370.49
1067,447,221.2,HDFC,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,108.13
1068,447,70.9,SBI,UPI,UPI,Electronics,Android,LOW,R3,HEALTHY,0.979,1,101.25
1069,448,107.98,Axis,Mastercard,CARD,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,158.33
1070,448,2037.62,ICICI,Visa,CARD,Travel,iOS,MEDIUM,R3,HEALTHY,0.979,1,102.84
1071,448,6566.39,HDFC,Rupay,CARD,Healthcare,Web,HIGH,R3,HEALTHY,0.979,1,104.78
1072,448,45.2,HDFC,UPI,UPI,Shopping,Android,LOW,R4,DEGRADED,0.7864,0,360.74
1073,448,159.73,Kotak,UPI,UPI,Travel,iOS,LOW,R4,DEGRADED,0.7864,1,379.24
1074,448,512.26,SBI,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,144.76
1075,448,59.65,Kotak,Visa,CARD,Food,iOS,LOW,R4,DEGRADED,0.7864,1,336.92
1076,449,358.33,ICICI,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,117.24
1077,449,1406.55,ICICI,UPI,UPI,Electronics,Android,LOW,R2,HEALTHY,0.981,1,86.03
1078,450,50.64,Axis,UPI,UPI,Healthcare,Android,LOW,R4,DEGRADED,0.7864,1,338.37
1079,450,2226.19,Axis,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,106.65
1080,450,105.58,SBI,UPI,UPI,Travel,iOS,LOW,R1,HEALTHY,0.986,1,145.6
1081,450,376.78,HDFC,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,134.03
1082,450,233.06,Kotak,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,82.29
1083,450,40.94,SBI,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,154.38
1084,450,511.79,Kotak,Visa,CARD,Shopping,iOS,LOW,R4,DEGRADED,0.7864,1,355.51
1085,450,138.59,ICICI,Visa,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,178.09
1086,450,19.29,ICICI,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,137.87
1087,451,165.6,HDFC,UPI,UPI,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,131.69
1088,451,518.96,ICICI,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,143.55
1089,451,500.24,SBI,UPI,UPI,Healthcare,Web,LOW,R3,HEALTHY,0.979,0,126.06
1090,451,377.99,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,131.97
1091,451,13.24,HDFC,Visa,CARD,Electronics,iOS,LOW,R2,HEALTHY,0.981,1,106.16
1092,451,941.81,SBI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,79.95
1093,451,874.66,Axis,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,83.39
1094,451,77.53,Kotak,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,113.35
1095,451,674.27,SBI,UPI,UPI,Fuel,iOS,LOW,R2,HEALTHY,0.981,1,87.61
1096,451,150.09,HDFC,Rupay,CARD,Food,iOS,HIGH,R3,HEALTHY,0.979,1,105.73
1097,452,86.8,Axis,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,113.34
1098,452,4196.52,HDFC,Mastercard,CARD,Travel,Web,LOW,R3,HEALTHY,0.979,1,113.84
1099,452,329.94,BOB,UPI,UPI,Shopping,Android,MEDIUM,R2,HEALTHY,0.981,1,91.34
1100,452,63.37,SBI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,135.55
1101,453,136.01,ICICI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,97.64
1102,453,208.57,Kotak,Visa,CARD,Food,Web,LOW,R2,HEALTHY,0.981,1,87.49
1103,453,309.32,HDFC,UPI,UPI,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,100.69
1104,453,22.17,ICICI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,156.83
1105,453,185.03,SBI,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,84.2
1106,453,54.16,HDFC,Mastercard,CARD,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,147.42
1107,453,328.05,BOB,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,117.25
1108,453,34.09,Kotak,Mastercard,CARD,Shopping,Web,LOW,R1,HEALTHY,0.986,1,165.33
1109,454,37.72,SBI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,85.48
1110,454,421.28,ICICI,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,138.82
1111,454,41.96,Axis,Visa,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,132.14
1112,454,46.65,ICICI,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,82.08
1113,454,148.32,ICICI,UPI,UPI,Electronics,Web,LOW,R2,HEALTHY,0.981,1,89.68
1114,455,471.32,SBI,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,96.94
1115,455,48.83,Kotak,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,85.56
1116,455,145.73,ICICI,UPI,UPI,Fuel,Web,MEDIUM,R2,HEALTHY,0.981,0,79.16
1117,455,203.96,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,83.6
1118,455,125.26,HDFC,Visa,CARD,Travel,iOS,MEDIUM,R1,HEALTHY,0.986,1,156.64
1119,456,644.56,ICICI,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,115.9
1120,456,2053.54,HDFC,Visa,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,111.27
1121,456,74.45,SBI,UPI,UPI,Electronics,Web,LOW,R3,HEALTHY,0.979,1,107.9
1122,456,268.27,HDFC,UPI,UPI,Food,Android,LOW,R2,DEGRADED,0.7848,0,185.51
1123,456,78.55,HDFC,UPI,UPI,Healthcare,Android,MEDIUM,R3,HEALTHY,0.979,1,114.79
1124,456,180.96,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,141.77
1125,456,125.75,SBI,Visa,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,137.87
1126,457,280.02,Axis,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,131.32
1127,457,540.26,ICICI,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,105.55
1128,457,327.44,SBI,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,110.4
1129,457,41.07,SBI,UPI,UPI,Food,iOS,LOW,R2,DEGRADED,0.7848,1,191.39
1130,457,182.75,HDFC,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,154.6
1131,458,59.78,HDFC,UPI,UPI,Travel,Web,LOW,R1,HEALTHY,0.986,1,159.79
1132,458,117.32,HDFC,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,132.21
1133,458,1163.46,HDFC,Visa,CARD,Fuel,Android,HIGH,R2,DEGRADED,0.7848,1,181.72
1134,458,21.77,BOB,Mastercard,CARD,Healthcare,Web,LOW,R4,DEGRADED,0.7864,0,279.9
1135,459,1210.33,Axis,Visa,CARD,Food,iOS,HIGH,R3,HEALTHY,0.979,1,111.92
1136,459,198.26,ICICI,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,116.86
1137,459,77.16,SBI,Visa,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,156.63
1138,459,1214.44,ICICI,UPI,UPI,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,164.28
1139,459,528.38,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,96.01
1140,459,422.77,ICICI,Rupay,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,132.47
1141,459,226.28,Axis,UPI,UPI,Shopping,Android,LOW,R4,DEGRADED,0.7864,1,346.63
1142,460,3603.64,Axis,Visa,CARD,Travel,Android,HIGH,R3,HEALTHY,0.979,1,110.78
1143,460,1256.1,HDFC,UPI,UPI,Fuel,Android,LOW,R4,DEGRADED,0.7864,0,327.86
1144,460,1386.29,Axis,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,0,125.94
1145,460,398.04,ICICI,Visa,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,111.14
1146,460,253.59,Axis,Rupay,CARD,Healthcare,iOS,LOW,R3,HEALTHY,0.979,1,113.3
1147,460,125.46,Axis,Rupay,CARD,Travel,Android,LOW,R3,HEALTHY,0.979,1,117.45
1148,460,719.85,HDFC,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,98.41
1149,461,57.56,ICICI,Mastercard,CARD,Shopping,Web,MEDIUM,R4,DEGRADED,0.7864,1,389.93
1150,461,386.07,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,93.3
1151,461,1118.79,Kotak,Visa,CARD,Shopping,Web,HIGH,R2,DEGRADED,0.7848,1,151.66
1152,461,338.63,Axis,UPI,UPI,Food,Web,LOW,R4,DEGRADED,0.7864,1,395.49
1153,461,692.78,ICICI,Visa,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,103.23
1154,461,445.01,Axis,Visa,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,108.78
1155,461,2424.43,SBI,UPI,UPI,Travel,iOS,LOW,R3,HEALTHY,0.979,1,105.99
1156,461,169.05,HDFC,Mastercard,CARD,Shopping,Android,LOW,R4,DEGRADED,0.7864,1,333.78
1157,461,60.32,Kotak,Mastercard,CARD,Shopping,Web,LOW,R1,HEALTHY,0.986,1,137.72
1158,461,1467.03,ICICI,UPI,UPI,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,134.66
1159,461,381.86,ICICI,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,111.92
1160,462,1079.74,ICICI,UPI,UPI,Shopping,Android,MEDIUM,R2,DEGRADED,0.7848,0,186.39
1161,462,391.11,Axis,UPI,UPI,Healthcare,Android,LOW,R1,HEALTHY,0.986,1,148.11
1162,462,169.29,HDFC,UPI,UPI,Shopping,iOS,HIGH,R4,DEGRADED,0.7864,1,385.27
1163,462,193.53,SBI,UPI,UPI,Fuel,iOS,LOW,R2,DEGRADED,0.7848,1,155.99
1164,462,317.93,ICICI,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,103.13
1165,462,340.97,SBI,UPI,UPI,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,161.32
1166,462,310.28,HDFC,UPI,UPI,Fuel,Web,LOW,R2,DEGRADED,0.7848,0,182.26
1167,462,1022.65,HDFC,UPI,UPI,Fuel,Android,LOW,R2,DEGRADED,0.7848,0,166.18
1168,462,187.95,Kotak,Mastercard,CARD,Electronics,Android,LOW,R3,HEALTHY,0.979,1,103.1
1169,462,3478.5,BOB,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,94.14
1170,463,86.38,Axis,Mastercard,CARD,Travel,iOS,LOW,R4,DEGRADED,0.7864,1,303.84
1171,463,64.01,HDFC,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,101.81
1172,463,711.52,SBI,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,111.42
1173,463,1497.56,HDFC,UPI,UPI,Travel,iOS,MEDIUM,R2,DEGRADED,0.7848,1,184.81
1174,463,45.71,ICICI,Visa,CARD,Travel,Android,HIGH,R3,HEALTHY,0.979,1,117.05
1175,463,193.19,ICICI,UPI,UPI,Fuel,Android,LOW,R4,DEGRADED,0.7864,1,334.41
1176,463,157.51,ICICI,Mastercard,CARD,Travel,iOS,LOW,R4,DEGRADED,0.7864,1,316.8
1177,463,169.69,Axis,Mastercard,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,111.2
1178,463,418.95,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,155.15
1179,464,158.74,HDFC,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,117.75
1180,464,144.37,Axis,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,145.72
1181,464,897.96,ICICI,UPI,UPI,Electronics,Android,LOW,R2,DEGRADED,0.7848,1,166.21
1182,464,125.21,ICICI,Visa,CARD,Food,iOS,MEDIUM,R4,DEGRADED,0.7864,1,346.44
1183,464,117.48,ICICI,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,116.87
1184,465,345.38,ICICI,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,99.0
1185,465,290.41,HDFC,Visa,CARD,Shopping,Web,LOW,R2,HEALTHY,0.981,1,76.87
1186,465,4687.07,HDFC,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,109.79
1187,465,98.47,Axis,Mastercard,CARD,Shopping,Web,LOW,R1,HEALTHY,0.986,1,142.73
1188,465,174.38,SBI,UPI,UPI,Fuel,Web,LOW,R4,DEGRADED,0.7864,1,327.53
1189,466,10.0,HDFC,Mastercard,CARD,Healthcare,Android,LOW,R4,DEGRADED,0.7864,1,355.07
1190,466,170.43,HDFC,UPI,UPI,Electronics,iOS,LOW,R1,HEALTHY,0.986,1,164.2
1191,466,1015.45,Kotak,Visa,CARD,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,157.31
1192,466,86.03,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,141.19
1193,466,53.78,Kotak,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,120.95
1194,466,107.8,HDFC,Mastercard,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,126.28
1195,466,920.12,HDFC,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,0,166.94
1196,466,192.57,HDFC,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,132.89
1197,466,239.67,Axis,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,144.98
1198,466,19.68,SBI,UPI,UPI,Fuel,Android,LOW,R3,HEALTHY,0.979,1,113.23
1199,466,122.9,Kotak,Mastercard,CARD,Fuel,Web,LOW,R1,HEALTHY,0.986,1,138.73
1200,466,580.12,HDFC,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,75.39
1201,467,1382.63,ICICI,Mastercard,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,149.94
1202,467,101.42,Axis,Mastercard,CARD,Food,iOS,LOW,R4,DEGRADED,0.7864,0,339.45
1203,467,346.55,Kotak,Mastercard,CARD,Food,iOS,MEDIUM,R4,DEGRADED,0.7864,1,343.21
1204,468,594.94,SBI,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,98.86
1205,468,557.95,Kotak,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,105.86
1206,468,1478.59,HDFC,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,145.22
1207,468,312.51,HDFC,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,107.24
1208,468,601.38,ICICI,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,97.9
1209,468,234.78,ICICI,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,106.35
1210,469,378.18,HDFC,UPI,UPI,Electronics,Web,LOW,R2,HEALTHY,0.981,1,90.15
1211,469,1259.58,Axis,UPI,UPI,Electronics,Web,MEDIUM,R3,HEALTHY,0.979,1,100.71
1212,469,976.13,Kotak,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,122.85
1213,469,1830.19,HDFC,UPI,UPI,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,1,179.73
1214,469,479.26,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,102.33
1215,469,250.47,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,108.69
1216,469,1366.78,ICICI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,88.29
1217,469,71.0,HDFC,Visa,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,154.07
1218,469,56.75,Kotak,Visa,CARD,Healthcare,iOS,HIGH,R1,HEALTHY,0.986,1,132.81
1219,469,184.19,Axis,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,85.21
1220,470,54.26,SBI,Visa,CARD,Travel,iOS,LOW,R4,DEGRADED,0.7864,1,345.56
1221,470,160.76,HDFC,Mastercard,CARD,Electronics,Web,HIGH,R1,HEALTHY,0.986,1,131.42
1222,470,136.08,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,108.45
1223,470,746.24,HDFC,UPI,UPI,Shopping,Android,MEDIUM,R2,HEALTHY,0.981,1,74.13
1224,470,160.39,HDFC,Rupay,CARD,Electronics,Android,LOW,R3,HEALTHY,0.979,1,104.86
1225,470,786.54,HDFC,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,90.7
1226,470,290.44,HDFC,Mastercard,CARD,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,148.51
1227,470,426.14,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,104.41
1228,471,32.38,ICICI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,84.01
1229,471,207.81,SBI,Visa,CARD,Fuel,iOS,MEDIUM,R3,HEALTHY,0.979,1,102.71
1230,471,872.89,ICICI,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,123.67
1231,471,555.24,ICICI,Rupay,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,118.65
1232,471,19.8,SBI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,152.83
1233,471,494.96,HDFC,UPI,UPI,Food,iOS,LOW,R4,DEGRADED,0.7864,1,332.45
1234,471,182.39,ICICI,UPI,UPI,Shopping,Web,MEDIUM,R1,HEALTHY,0.986,1,135.41
1235,472,23.19,ICICI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,175.02
1236,472,27.64,HDFC,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,111.6
1237,472,325.92,BOB,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,118.97
1238,473,64.11,BOB,UPI,UPI,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,123.09
1239,473,97.53,Axis,Mastercard,CARD,Fuel,Web,LOW,R4,HEALTHY,0.983,1,177.08
1240,473,1701.48,ICICI,Visa,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,139.11
1241,474,558.05,SBI,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,139.12
1242,474,103.82,ICICI,UPI,UPI,Fuel,iOS,LOW,R2,HEALTHY,0.981,1,81.51
1243,474,256.95,BOB,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,176.13
1244,474,239.16,ICICI,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,118.97
1245,474,438.95,SBI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,156.29
1246,474,95.71,HDFC,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,96.57
1247,474,514.74,ICICI,Visa,CARD,Electronics,Web,MEDIUM,R1,HEALTHY,0.986,1,113.65
1248,474,69.69,BOB,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,130.32
1249,474,225.78,Kotak,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,99.01
1250,474,242.55,Axis,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,126.57
1251,474,531.38,Axis,Visa,CARD,Travel,Android,LOW,R3,HEALTHY,0.979,1,114.55
1252,474,2281.99,ICICI,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,117.89
1253,475,56.89,ICICI,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,0,104.2
1254,475,3668.95,Kotak,Visa,CARD,Shopping,Web,MEDIUM,R3,HEALTHY,0.979,1,122.0
1255,475,97.41,HDFC,Visa,CARD,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,162.56
1256,475,72.4,ICICI,Visa,CARD,Food,Web,LOW,R2,HEALTHY,0.981,1,83.68
1257,475,170.41,ICICI,UPI,UPI,Shopping,Web,MEDIUM,R2,HEALTHY,0.981,1,86.82
1258,475,131.41,BOB,UPI,UPI,Food,Android,LOW,R2,HEALTHY,0.981,1,85.0
1259,476,349.07,HDFC,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,111.05
1260,476,491.04,Axis,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,133.2
1261,476,517.04,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,110.75
1262,476,70.47,HDFC,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,161.43
1263,476,7868.59,HDFC,Visa,CARD,Food,iOS,HIGH,R3,HEALTHY,0.979,1,98.78
1264,476,63.96,Axis,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,83.38
1265,477,113.43,ICICI,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,124.12
1266,477,193.26,Kotak,UPI,UPI,Travel,iOS,LOW,R1,HEALTHY,0.986,1,174.59
1267,477,535.9,SBI,Rupay,CARD,Travel,Android,LOW,R3,HEALTHY,0.979,1,90.9
1268,477,126.8,HDFC,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,197.26
1269,477,504.09,BOB,UPI,UPI,Electronics,Web,LOW,R2,HEALTHY,0.981,1,88.44
1270,477,93.24,HDFC,Mastercard,CARD,Travel,Web,LOW,R1,HEALTHY,0.986,1,131.03
1271,477,32.26,Kotak,UPI,UPI,Fuel,Web,LOW,R3,HEALTHY,0.979,1,79.81
