txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,route_base_success_rate,route_base_latency_ms,route_cost_percent,route_success_rate_5m,route_success_rate_15m,route_avg_latency_5m,route_current_load,route_requests_1m,time_since_last_failure,route_flagged_down,bank_route_success_rate_15m,success
2134,572,200.53,SBI,Mastercard,CARD,Shopping,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.23888888888905,8.0,4.0,22.0,0.0,0.9865573770491803,1
2135,572,128.4,HDFC,UPI,UPI,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9090909090909091,0.9545454545454546,111.40227272727299,7.0,2.0,3.0,0.0,0.958242907697421,1
2136,572,210.99,SBI,UPI,UPI,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.23888888888905,8.0,4.0,22.0,0.0,0.9865573770491803,1
2137,572,824.68,Kotak,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9090909090909091,0.9545454545454546,111.40227272727299,7.0,2.0,3.0,0.0,0.9664496451404774,1
2138,572,46.68,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9090909090909091,0.9545454545454546,111.40227272727299,7.0,2.0,3.0,0.0,0.9771247580503254,1
2139,572,965.75,HDFC,Visa,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9090909090909091,0.9545454545454546,111.40227272727299,7.0,2.0,3.0,0.0,0.958242907697421,1
2140,572,1131.83,Kotak,UPI,UPI,Food,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.23888888888905,8.0,4.0,22.0,0.0,0.9820765027322405,1
2141,573,61.08,HDFC,Visa,CARD,Travel,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9570498479173474,1
2142,573,411.19,HDFC,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9570498479173474,1
2143,573,48.09,HDFC,Mastercard,CARD,Food,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,144.26999999999978,8.0,4.0,23.0,0.0,0.9892459016393442,1
2144,573,159.11,SBI,Visa,CARD,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,144.26999999999978,8.0,4.0,23.0,0.0,0.987779433681073,1
2145,573,163.36,HDFC,UPI,UPI,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9636030725259022,0
2146,573,427.17,HDFC,Visa,CARD,Shopping,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,144.26999999999978,8.0,4.0,23.0,0.0,0.9892459016393442,1
2147,573,11.75,Axis,Mastercard,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9685465423191976,1
2148,573,135.39,HDFC,UPI,UPI,Food,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9636030725259022,1
2149,573,202.13,HDFC,Visa,CARD,Shopping,iOS,HIGH,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9636030725259022,1
2150,573,643.32,ICICI,UPI,UPI,Food,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9496042542666336,1
2151,573,13.21,Axis,Visa,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9685465423191976,1
2152,573,105.61,HDFC,UPI,UPI,Healthcare,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9570498479173474,1
2153,573,48.86,Axis,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9685465423191976,1
2154,573,1757.36,BOB,UPI,UPI,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9454046087888531,1
2155,573,22.09,Kotak,UPI,UPI,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9685465423191976,1
2156,573,168.57,HDFC,UPI,UPI,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.0,1.0,1.0,106.0,0.0,0.9762900976290098,1
2157,573,218.54,SBI,UPI,UPI,Travel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9166666666666666,0.9393939393939394,109.39583333333333,9.0,7.0,1.0,0.0,0.9373643615461317,1
2158,573,85.33,Axis,Visa,CARD,Shopping,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.5,0.9629629629629629,172.91500000000087,0.0,0.0,3.0,1.0,0.9496042542666336,1
2159,574,35.71,Kotak,UPI,UPI,Shopping,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.75,0.9354838709677419,178.36625000000004,6.0,6.0,1.0,0.0,0.8817753789618742,1
2160,574,1223.58,ICICI,UPI,UPI,Healthcare,Web,HIGH,R2,0.9344855305466238,99.96616559485531,1.45,0.75,0.9354838709677419,178.36625000000004,6.0,6.0,1.0,0.0,0.9496042542666336,1
2161,574,60.09,SBI,Mastercard,CARD,Fuel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.07823529411775,7.0,3.0,24.0,0.0,0.9883107626514611,1
2162,574,915.38,HDFC,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9230769230769231,0.9420289855072463,109.48192307692304,15.0,8.0,2.0,0.0,0.9593714777596529,1
2163,574,195.89,HDFC,Visa,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9230769230769231,0.9420289855072463,109.48192307692304,15.0,8.0,2.0,0.0,0.9593714777596529,1
2164,574,983.03,Kotak,UPI,UPI,Fuel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.07823529411775,7.0,3.0,24.0,0.0,0.9807962529274005,1
2165,574,754.18,SBI,Visa,CARD,Healthcare,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.75,0.9354838709677419,178.36625000000004,6.0,6.0,1.0,0.0,0.9590534565916399,1
2166,574,74.13,HDFC,Visa,CARD,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.07823529411775,7.0,3.0,24.0,0.0,0.9900425015179114,1
2167,574,898.26,HDFC,Visa,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9230769230769231,0.9420289855072463,109.48192307692304,15.0,8.0,2.0,0.0,0.9593714777596529,1
2168,575,123.98,Axis,Mastercard,CARD,Travel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.9703967457121858,1
2169,575,475.47,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,159.5799999999981,1.0,0.0,108.0,0.0,0.974596533173939,1
2170,575,663.16,Kotak,Rupay,CARD,Food,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.9703967457121858,1
2171,575,391.54,SBI,UPI,UPI,Healthcare,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,159.5799999999981,1.0,0.0,108.0,0.0,0.9726424203411651,1
2172,575,667.89,BOB,Mastercard,CARD,Fuel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.332222222222,6.0,3.0,25.0,0.0,0.9731147540983607,1
2173,575,3608.35,SBI,UPI,UPI,Healthcare,Web,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.332222222222,6.0,3.0,25.0,0.0,0.9887978142076502,1
2174,575,344.53,HDFC,UPI,UPI,Electronics,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.9614549917206964,1
2175,575,1431.17,ICICI,Mastercard,CARD,Healthcare,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.8527496868886565,1
2176,575,97.95,ICICI,UPI,UPI,Travel,iOS,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.8527496868886565,1
2177,575,14.27,HDFC,UPI,UPI,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.332222222222,6.0,3.0,25.0,0.0,0.9900425015179114,1
2178,575,646.69,ICICI,Mastercard,CARD,Food,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,142.332222222222,6.0,3.0,25.0,0.0,0.985063752276867,1
2179,575,101.61,BOB,UPI,UPI,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96,0.9411764705882353,110.30400000000023,11.0,3.0,3.0,0.0,0.9664496451404774,1
2180,576,46.79,SBI,UPI,UPI,Shopping,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.4555555555554,7.0,4.0,26.0,0.0,0.9887978142076502,1
2181,576,122.63,HDFC,Rupay,CARD,Travel,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9604406493975568,1
2182,576,1970.5,BOB,Visa,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9685465423191976,1
2183,576,68.9,SBI,Rupay,CARD,Fuel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9346410729177026,1
2184,576,2466.07,HDFC,Mastercard,CARD,Fuel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.4555555555554,7.0,4.0,26.0,0.0,0.9900425015179114,1
2185,576,1412.67,Kotak,UPI,UPI,Travel,iOS,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.4555555555554,7.0,4.0,26.0,0.0,0.9820765027322405,1
2186,576,767.08,SBI,Mastercard,CARD,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9346410729177026,1
2187,576,75.75,ICICI,UPI,UPI,Healthcare,Web,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,0.8888888888888888,0.9375,174.61777777777752,3.0,0.0,3.0,0.0,0.9532039503904456,1
2188,576,252.86,Axis,Mastercard,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9720413709503978,1
2189,576,975.55,SBI,Mastercard,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9346410729177026,1
2190,576,161.73,ICICI,Mastercard,CARD,Electronics,iOS,MEDIUM,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,170.0024999999987,2.0,2.0,109.0,0.0,0.9726424203411651,1
2191,576,144.05,ICICI,Rupay,CARD,Fuel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.8609302598392867,1
2192,576,229.97,HDFC,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9615384615384616,0.9428571428571428,110.02653846153855,9.0,6.0,4.0,0.0,0.9604406493975568,1
2193,577,551.78,HDFC,Visa,CARD,Shopping,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.9,0.9375,172.7259999999995,1.0,1.0,4.0,0.0,0.9172427652733119,1
2194,577,7090.93,Axis,UPI,UPI,Healthcare,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,144.4164705882354,7.0,3.0,27.0,0.0,0.9820765027322405,1
2195,577,340.58,BOB,UPI,UPI,Travel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96875,0.9452054794520548,109.48687500000005,14.0,8.0,5.0,0.0,0.9685465423191976,1
2196,577,94.57,ICICI,Mastercard,CARD,Electronics,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.12399999999906,3.0,1.0,110.0,0.0,0.974596533173939,1
2197,577,166.3,Axis,UPI,UPI,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.12399999999906,3.0,1.0,110.0,0.0,0.9676683149486497,1
2198,577,70.49,BOB,Mastercard,CARD,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96875,0.9452054794520548,109.48687500000005,14.0,8.0,5.0,0.0,0.9685465423191976,1
2199,577,439.59,Axis,UPI,UPI,Electronics,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.9,0.9375,172.7259999999995,1.0,1.0,4.0,0.0,0.9532039503904456,1
2200,577,4099.18,HDFC,UPI,UPI,Shopping,Android,MEDIUM,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.12399999999906,3.0,1.0,110.0,0.0,0.9762900976290098,1
2201,577,220.72,BOB,Visa,CARD,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,144.4164705882354,7.0,3.0,27.0,0.0,0.975558867362146,1
2202,577,94.58,HDFC,UPI,UPI,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96875,0.9452054794520548,109.48687500000005,14.0,8.0,5.0,0.0,0.9604406493975568,1
2203,577,450.85,SBI,UPI,UPI,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.96875,0.9452054794520548,109.48687500000005,14.0,8.0,5.0,0.0,0.9398697870842864,1
2204,578,298.22,ICICI,UPI,UPI,Healthcare,iOS,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,0.9166666666666666,0.9354838709677419,156.4499999999995,3.0,2.0,5.0,0.0,0.9563236870310825,1
2205,578,95.62,Kotak,Rupay,CARD,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,109.97655172413818,12.0,4.0,6.0,0.0,0.9685465423191976,1
2206,578,10.0,Kotak,Visa,CARD,Fuel,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,141.58933333333408,5.0,2.0,28.0,0.0,0.9831967213114754,1
2207,578,1387.76,ICICI,UPI,UPI,Shopping,Android,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,109.97655172413818,12.0,4.0,6.0,0.0,0.8682497198477452,1
2208,578,1346.74,HDFC,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,109.97655172413818,12.0,4.0,6.0,0.0,0.9604406493975568,1
2209,578,272.34,HDFC,Visa,CARD,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.9166666666666666,0.9354838709677419,156.4499999999995,3.0,2.0,5.0,0.0,0.9128871213403285,1
2210,578,38.36,HDFC,UPI,UPI,Healthcare,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,0.9166666666666666,0.9354838709677419,156.4499999999995,3.0,2.0,5.0,0.0,0.9128871213403285,1
2211,579,315.93,ICICI,Visa,CARD,Healthcare,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.8609302598392867,1
2212,579,106.45,BOB,Mastercard,CARD,Electronics,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.96833333333294,3.0,0.0,112.0,0.0,0.9676683149486497,1
2213,579,212.03,HDFC,Visa,CARD,Healthcare,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9375,117.39999999999984,5.0,3.0,6.0,0.0,0.9172427652733119,1
2214,579,334.59,BOB,Mastercard,CARD,Electronics,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.96833333333294,3.0,0.0,112.0,0.0,0.9676683149486497,1
2215,579,150.78,HDFC,UPI,UPI,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.9614549917206964,1
2216,579,1931.96,ICICI,Rupay,CARD,Food,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.8609302598392867,1
2217,579,1220.1,SBI,Rupay,CARD,Healthcare,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.9421824875810446,1
2218,579,1274.89,HDFC,UPI,UPI,Travel,iOS,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9375,117.39999999999984,5.0,3.0,6.0,0.0,0.9172427652733119,1
2219,579,14.54,Kotak,Visa,CARD,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9375,117.39999999999984,5.0,3.0,6.0,0.0,0.8817753789618742,1
2220,579,431.4,SBI,UPI,UPI,Electronics,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.96833333333294,3.0,0.0,112.0,0.0,0.9726424203411651,1
2221,579,164.08,Axis,Visa,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.9703967457121858,1
2222,579,1335.45,Axis,Mastercard,CARD,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,139.53000000000108,3.0,1.0,29.0,0.0,0.9807962529274005,1
2223,579,227.24,ICICI,UPI,UPI,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9459459459459459,109.09250000000004,7.0,3.0,7.0,0.0,0.8609302598392867,1
2224,580,121.24,ICICI,Mastercard,CARD,Fuel,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.72222222222223,3.0,3.0,113.0,0.0,0.9726424203411651,1
2225,580,446.01,Kotak,Rupay,CARD,Fuel,Android,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,110.74148148148163,9.0,6.0,8.0,0.0,0.9703967457121858,1
2226,580,86.06,ICICI,Mastercard,CARD,Fuel,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,110.74148148148163,9.0,6.0,8.0,0.0,0.8807973655765314,1
2227,580,55.31,SBI,UPI,UPI,Shopping,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9393939393939394,93.72222222222223,6.0,3.0,7.0,0.0,0.9532039503904456,1
2228,580,127.75,BOB,UPI,UPI,Healthcare,Android,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,110.74148148148163,9.0,6.0,8.0,0.0,0.9685465423191976,1
2229,580,759.94,ICICI,Mastercard,CARD,Travel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,110.74148148148163,9.0,6.0,8.0,0.0,0.8807973655765314,1
2230,580,235.05,SBI,Rupay,CARD,Electronics,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9466666666666667,110.74148148148163,9.0,6.0,8.0,0.0,0.9398697870842864,1
2231,580,246.03,SBI,UPI,UPI,Fuel,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9871975019516003,1
2232,580,63.82,Kotak,UPI,UPI,Food,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9841851494696239,1
2233,580,289.72,HDFC,UPI,UPI,Food,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9887978142076502,1
2234,580,1342.54,ICICI,UPI,UPI,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9831967213114754,1
2235,580,247.16,SBI,UPI,UPI,Shopping,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9871975019516003,1
2236,580,2054.69,ICICI,Mastercard,CARD,Fuel,Web,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,143.27363636363722,2.0,1.0,30.0,0.0,0.9831967213114754,1
2237,581,159.76,HDFC,Visa,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9604406493975568,1
2238,581,604.19,Axis,UPI,UPI,Fuel,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.9012499999999,4.0,1.0,114.0,0.0,0.9703626220362622,1
2239,581,1780.27,HDFC,UPI,UPI,Shopping,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.9012499999999,4.0,1.0,114.0,0.0,0.974596533173939,1
2240,581,11.87,SBI,Mastercard,CARD,Shopping,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9398697870842864,1
2241,581,18.87,HDFC,UPI,UPI,Food,iOS,MEDIUM,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.9012499999999,4.0,1.0,114.0,0.0,0.974596533173939,1
2242,581,189.51,Axis,Rupay,CARD,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9720413709503978,1
2243,581,125.71,HDFC,UPI,UPI,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9604406493975568,1
2244,581,272.54,ICICI,UPI,UPI,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.8911628120481374,1
2245,581,1024.14,Kotak,UPI,UPI,Fuel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9720413709503978,1
2246,581,100.9,HDFC,Rupay,CARD,Electronics,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9604406493975568,0
2247,581,114.86,SBI,Rupay,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9398697870842864,1
2248,581,497.29,Axis,Mastercard,CARD,Healthcare,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,176.9012499999999,4.0,1.0,114.0,0.0,0.9703626220362622,1
2249,581,337.97,Axis,Rupay,CARD,Food,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9720413709503978,1
2250,581,10953.51,ICICI,UPI,UPI,Shopping,iOS,HIGH,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9354838709677419,92.75199999999968,4.0,1.0,8.0,0.0,0.9532039503904456,1
2251,581,72.54,HDFC,Rupay,CARD,Food,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,1.0,0.9493670886075949,112.01538461538495,11.0,5.0,9.0,0.0,0.9604406493975568,1
2252,582,1155.3,SBI,UPI,UPI,Shopping,Web,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9230769230769231,84.56399999999994,2.0,1.0,9.0,0.0,0.9563236870310825,1
2253,582,284.53,Kotak,UPI,UPI,Healthcare,iOS,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9230769230769231,84.56399999999994,2.0,1.0,9.0,0.0,0.8817753789618742,1
2254,582,201.92,HDFC,Visa,CARD,Electronics,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9604406493975568,1
2255,582,767.04,ICICI,Mastercard,CARD,Fuel,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,178.6454545454544,5.0,4.0,115.0,0.0,0.9726424203411651,1
2256,582,152.95,Axis,Visa,CARD,Travel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9735128777424821,1
2257,582,25.87,HDFC,Rupay,CARD,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9604406493975568,1
2258,582,47.48,SBI,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9421824875810446,1
2259,582,379.13,Axis,Visa,CARD,Travel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9735128777424821,1
2260,582,76.62,SBI,Rupay,CARD,Electronics,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9642857142857143,0.9512195121951219,113.08642857142902,15.0,10.0,1.0,0.0,0.9421824875810446,1
2261,583,387.44,SBI,UPI,UPI,Food,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9666666666666667,0.963855421686747,111.8306666666671,16.0,6.0,2.0,0.0,0.9443238769298948,1
2262,583,135.8,HDFC,Rupay,CARD,Food,Web,HIGH,R3,0.9496744677107162,125.47282773183177,1.1,0.9666666666666667,0.963855421686747,111.8306666666671,16.0,6.0,2.0,0.0,0.9604406493975568,1
2263,583,325.88,HDFC,Mastercard,CARD,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,151.5649999999987,0.0,0.0,33.0,0.0,0.9865573770491803,1
